Model,Capacity,range(km),maintenance cost per hour,Price(USD)
Airbus A320,180,6300,3432.5,118513967.4
Airbus A350,350,14800,1380.01,497919917.9
Airbus A320,180,6300,2465.67,67866213.97
Cessna 172,4,1285,3440.63,181285.92
Airbus A320,180,6300,4780.51,95704283.89
Airbus A350,350,14800,761.14,379948584.2
Boeing 737,162,5700,3682.4,75349389.27
Airbus A350,350,14800,649.98,461112125.3
Boeing 777,396,15600,4177.66,386870095.3
Cessna 172,4,1285,2374.37,223669.92
Boeing 737,162,5700,3049.03,71183598.01
Cessna 172,4,1285,2310.4,275380.92
Airbus A350,350,14800,2644.17,342024857.3
Boeing 737,162,5700,1478.89,69477014.17
Bombardier CRJ200,50,3000,1866.83,9573972.79
Airbus A320,180,6300,2184.41,123864906.5
Boeing 737,162,5700,4875.83,115409798.5
Bombardier CRJ200,50,3000,525.07,24689548.21
Boeing 777,396,15600,3903.98,768712578.3
Boeing 777,396,15600,1639.72,312952140.2
Bombardier CRJ200,50,3000,4262.1,12618872.44
Airbus A320,180,6300,3835.19,74210795.13
Cessna 172,4,1285,2398.23,409033.69
Boeing 737,162,5700,926.49,117137154.9
Bombardier CRJ200,50,3000,3927.87,21920409.36
Airbus A350,350,14800,4359.01,591269211.1
Airbus A350,350,14800,2413.03,682479035.3
Bombardier CRJ200,50,3000,915.73,11879760.4
Airbus A350,350,14800,1462.89,465627738.2
Bombardier CRJ200,50,3000,2454.28,13515268.57
Airbus A350,350,14800,2535.18,657603757.9
Bombardier CRJ200,50,3000,833.02,13277088.68
Airbus A350,350,14800,3413.06,489350243
Airbus A320,180,6300,3426.54,86671487.35
Boeing 777,396,15600,4828.62,328254854.3
Airbus A350,350,14800,3851.62,685826121
Airbus A320,180,6300,706.52,63397197.12
Boeing 777,396,15600,3233.87,497975888.7
Airbus A320,180,6300,1405.41,123472960.1
Cessna 172,4,1285,2255.52,404439.6
Cessna 172,4,1285,2863.22,350752.79
Cessna 172,4,1285,4369.53,260269.35
Boeing 737,162,5700,1483.37,65404843.03
Airbus A350,350,14800,1460.8,664469138.5
Boeing 737,162,5700,2223.97,74513256.76
Boeing 737,162,5700,3561.23,106766720.1
Cessna 172,4,1285,2751.01,244055.57
Boeing 737,162,5700,3446.95,92249362.23
Airbus A320,180,6300,1201.28,158498457.1
Bombardier CRJ200,50,3000,3917.28,11854390.03
Bombardier CRJ200,50,3000,1634.26,23096703.41
Boeing 737,162,5700,2509.9,101697749
Airbus A320,180,6300,3825.97,83175792.91
Bombardier CRJ200,50,3000,1983.89,19642306.37
Cessna 172,4,1285,1773.56,437325.18
Cessna 172,4,1285,3215.75,276164.96
Boeing 737,162,5700,1447.63,62231489
Boeing 737,162,5700,3211.85,102984850.3
Bombardier CRJ200,50,3000,953.67,21987631.49
Bombardier CRJ200,50,3000,3394.21,17374225.41
Boeing 737,162,5700,1012.76,102149778
Boeing 777,396,15600,4602.17,379706469.7
Airbus A320,180,6300,3753.05,77323001.92
Airbus A350,350,14800,1173.59,475274430
Cessna 172,4,1285,1758.37,219680.08
Airbus A350,350,14800,3231.87,525095071.9
Airbus A350,350,14800,3772.31,378086364
Airbus A320,180,6300,4007.41,84372887.39
Boeing 777,396,15600,1660.14,626696533.8
Airbus A350,350,14800,1838.29,550070506.2
Airbus A350,350,14800,986.31,855379195.2
Airbus A320,180,6300,4251.87,76213402.34
Cessna 172,4,1285,2636.37,205428.65
Cessna 172,4,1285,4063.53,264338.44
Bombardier CRJ200,50,3000,4056.44,23778519.55
Airbus A320,180,6300,2498.07,105136580.4
Bombardier CRJ200,50,3000,2941.57,20805360.22
Airbus A320,180,6300,2488.52,135850770.1
Airbus A350,350,14800,2753.74,621680004
Airbus A320,180,6300,2539.98,126116757.9
Airbus A350,350,14800,919.13,707646959.2
Airbus A350,350,14800,4975.15,756294960.6
Boeing 737,162,5700,919.68,59093639.98
Cessna 172,4,1285,4169.04,240305.62
Bombardier CRJ200,50,3000,4891.49,11960044.65
Boeing 737,162,5700,2600.98,97195062.78
Boeing 737,162,5700,2910.61,72611140.35
Boeing 737,162,5700,4059.34,115559109.7
Bombardier CRJ200,50,3000,1537.41,10090752.64
Airbus A350,350,14800,1205.02,358740274.7
Bombardier CRJ200,50,3000,1975.64,17697804.19
Airbus A320,180,6300,729.4,95435558.63
Airbus A350,350,14800,4350.33,432068987
Airbus A350,350,14800,1741.54,690686516.1
Bombardier CRJ200,50,3000,3625.36,26498790.03
Airbus A320,180,6300,3766.57,82927940.29
Boeing 737,162,5700,4111.57,123304917.2
Bombardier CRJ200,50,3000,3256.03,17494157.84
Cessna 172,4,1285,2378.37,246445.36
Cessna 172,4,1285,1219.3,208227.1
Boeing 777,396,15600,2179.51,703411105.8
Boeing 737,162,5700,1902.24,54897915.93
Cessna 172,4,1285,725.57,198090.27
Boeing 737,162,5700,1724.9,90736788.7
Airbus A320,180,6300,1060.72,162077693.5
Boeing 737,162,5700,1990.63,78101232.75
Airbus A320,180,6300,1659.06,82223409.26
Airbus A320,180,6300,3277.5,153440037.2
Boeing 777,396,15600,1041.9,637254545.7
Airbus A320,180,6300,3247.29,73417416.29
Cessna 172,4,1285,933.76,216587.56
Cessna 172,4,1285,4711.7,299232.92
Bombardier CRJ200,50,3000,4064.1,19483806.73
Cessna 172,4,1285,2166.15,229846.65
Airbus A320,180,6300,4174.4,71949880.7
Airbus A350,350,14800,4219.44,296613419.2
Airbus A350,350,14800,903.35,564021816.7
Boeing 737,162,5700,1419.8,76147792.27
Cessna 172,4,1285,1478.77,206756.56
Boeing 777,396,15600,3460.89,445099076.8
Boeing 737,162,5700,3629.82,107523575.4
Airbus A320,180,6300,4201.22,80491531.83
Cessna 172,4,1285,4395.68,459440.73
Airbus A320,180,6300,2036.25,91199487.92
Airbus A320,180,6300,3800.87,82751893.88
Bombardier CRJ200,50,3000,4124.17,15070280.55
Boeing 777,396,15600,2869.95,291852885.9
Boeing 737,162,5700,4977.02,65346300.73
Cessna 172,4,1285,3167.28,357594.32
Airbus A350,350,14800,2013.51,431883909
Boeing 737,162,5700,4330.73,58599445.76
Boeing 777,396,15600,3901.27,432334877.9
Airbus A320,180,6300,1708.75,83429781.95
Cessna 172,4,1285,1491.29,259391.94
Boeing 777,396,15600,1865.57,916278977.3
Airbus A320,180,6300,4679.81,75795884.35
Boeing 737,162,5700,2284.11,105691663.5
Airbus A350,350,14800,3681.18,430682709.5
Bombardier CRJ200,50,3000,4299.43,20699298.49
Boeing 737,162,5700,3200.69,102396557.5
Bombardier CRJ200,50,3000,4875.52,11960564.41
Cessna 172,4,1285,2939.71,306661.89
Bombardier CRJ200,50,3000,2269.73,9264423.93
Cessna 172,4,1285,4615.47,230166.67
Airbus A350,350,14800,2547.38,586775185.6
Boeing 737,162,5700,1309.17,60572937.87
Airbus A350,350,14800,3107.76,369184216.8
Cessna 172,4,1285,4898.43,180091.5
Boeing 777,396,15600,3778.77,681655456.7
Airbus A350,350,14800,2887.42,784325467.2
Boeing 777,396,15600,3242.14,617196891.1
Cessna 172,4,1285,2558.06,427238.19
Cessna 172,4,1285,1831.97,209052.77
Cessna 172,4,1285,4940.74,246089.04
Cessna 172,4,1285,2891.47,393905.11
Boeing 777,396,15600,675.26,601702042.5
Cessna 172,4,1285,1951.38,202069.39
Boeing 737,162,5700,4204.47,70918321.21
Cessna 172,4,1285,2749.64,191774.32
Bombardier CRJ200,50,3000,1355.11,12559770.16
Boeing 737,162,5700,4960.53,128069178.3
Bombardier CRJ200,50,3000,4992.73,26818431.66
Airbus A320,180,6300,2390.52,75880370.96
Airbus A350,350,14800,3353.41,437439243.6
Bombardier CRJ200,50,3000,2179.17,15301809.6
Boeing 737,162,5700,1494.42,73769584.56
Boeing 737,162,5700,1095.08,92615422.2
Airbus A350,350,14800,1606.24,876058628.7
Boeing 737,162,5700,2926.21,54731977.77
Cessna 172,4,1285,4921.78,287152.73
Airbus A320,180,6300,3804.67,108097145.4
Airbus A320,180,6300,745.49,106157061.2
Bombardier CRJ200,50,3000,3861.04,11469765.97
Cessna 172,4,1285,1929.98,337722.95
Boeing 777,396,15600,2044.11,498049647.4
Boeing 737,162,5700,4258.62,83757014.28
Boeing 737,162,5700,2372.68,63965378.31
Cessna 172,4,1285,2201.49,404420.03
Cessna 172,4,1285,2388.21,200401.6
Boeing 777,396,15600,3179.84,568480629.1
Boeing 777,396,15600,2829.08,422776127.5
Boeing 777,396,15600,2461.82,523227143
Bombardier CRJ200,50,3000,1363.65,10842595.26
Cessna 172,4,1285,4948.75,361122.07
Airbus A350,350,14800,4296.04,633745722.7
Boeing 737,162,5700,907.71,66529131.67
Boeing 777,396,15600,4784.11,429644719.6
Boeing 777,396,15600,772.57,463671206
Boeing 777,396,15600,2710.68,687967138.8
Boeing 777,396,15600,566.06,623465994.3
Cessna 172,4,1285,500.5,333266.02
Boeing 777,396,15600,1152.48,385396864.8
Cessna 172,4,1285,3553.27,418582.76
Airbus A350,350,14800,2805.03,373300491.8
Boeing 777,396,15600,3325.16,384989100.7
Airbus A350,350,14800,2172.72,310516881.2
Airbus A320,180,6300,3254.49,94298301.1
Bombardier CRJ200,50,3000,2584.79,12145330.07
Boeing 737,162,5700,1373.47,72822886.26
Boeing 777,396,15600,1878.16,601954844.5
Boeing 777,396,15600,1628.78,459354991.8
Boeing 737,162,5700,2913.37,109948387.7
Airbus A320,180,6300,1618.47,77926542.34
Airbus A320,180,6300,3076.8,75329531.37
Airbus A320,180,6300,1654.51,107470729.7
Airbus A350,350,14800,4905.35,687786923.6
Boeing 777,396,15600,2572.41,531340009.6
Boeing 777,396,15600,4359.04,742194350.6
Airbus A350,350,14800,4782.32,405131042.4
Boeing 737,162,5700,3308.62,65150584.47
Bombardier CRJ200,50,3000,951.59,12001501.43
Boeing 777,396,15600,3828,635190079.1
Cessna 172,4,1285,3626.77,333956.99
Airbus A350,350,14800,625.59,370191321
Cessna 172,4,1285,3751.32,208975.86
Airbus A350,350,14800,1856.84,667108783.7
Airbus A350,350,14800,2864.35,662401931.6
Airbus A350,350,14800,2794.03,611962313.6
Airbus A320,180,6300,2293.97,85260296.42
Cessna 172,4,1285,2740.72,368018.39
Airbus A350,350,14800,2949.17,430068265.2
Airbus A350,350,14800,4219.75,400964665.3
Airbus A350,350,14800,2354.51,366986181.2
Bombardier CRJ200,50,3000,1450.77,14706826.88
Airbus A320,180,6300,3415.46,61968071.31
Boeing 737,162,5700,1260.36,72154588.81
Boeing 777,396,15600,1563.04,447121710.4
Airbus A350,350,14800,2028.83,437835558.7
Airbus A350,350,14800,4172.86,432019454.6
Cessna 172,4,1285,3407.86,237338.07
Boeing 737,162,5700,3712.43,77593842.36
Boeing 777,396,15600,3916.05,716478490
Boeing 777,396,15600,1766.01,379800559.8
Airbus A320,180,6300,1950.9,79225927.91
Boeing 737,162,5700,4881.56,117285312
Bombardier CRJ200,50,3000,1278.68,11496205.35
Boeing 777,396,15600,3930.2,397814727.7
Boeing 777,396,15600,2949.22,402709702
Bombardier CRJ200,50,3000,3606.15,14465074.77
Boeing 777,396,15600,4665.43,697148237.5
Boeing 777,396,15600,2463.77,808493864.2
Boeing 777,396,15600,2329.63,359885212.3
Boeing 737,162,5700,3690.28,73661620.73
Airbus A320,180,6300,3348.69,81623766.48
Airbus A350,350,14800,3828.25,337994180.3
Cessna 172,4,1285,3073.43,355307.53
Cessna 172,4,1285,4274.68,238752.58
Airbus A350,350,14800,4528.92,503719007.1
Airbus A320,180,6300,1169.46,175743429.8
Bombardier CRJ200,50,3000,4646.03,26807403.76
Bombardier CRJ200,50,3000,1578.14,11668754.04
Airbus A320,180,6300,3352.51,90896268.09
Cessna 172,4,1285,3246.74,370126.19
Bombardier CRJ200,50,3000,4043.42,10967472.91
Airbus A350,350,14800,1954.55,405346408.1
Boeing 737,162,5700,2107.89,134771784.9
Boeing 737,162,5700,2744.33,60042419.53
Airbus A350,350,14800,3483.96,423053589.5
Boeing 777,396,15600,1836.13,459167031.4
Bombardier CRJ200,50,3000,3416.5,12913487.21
Airbus A350,350,14800,4180.43,720731713.8
Boeing 777,396,15600,671.31,553784145.8
Airbus A320,180,6300,1002.68,82812431.32
Airbus A320,180,6300,527.19,95866129.1
Boeing 777,396,15600,688.67,400330858.2
Bombardier CRJ200,50,3000,1509.68,23175267.64
Boeing 737,162,5700,4894.93,78701374.46
Bombardier CRJ200,50,3000,3957.42,17414556.7
Airbus A350,350,14800,2033.77,480005914
Cessna 172,4,1285,1723.73,221912.49
Boeing 777,396,15600,1193.01,365492528.4
Boeing 777,396,15600,2640.65,384324513.5
Boeing 777,396,15600,3748.14,369579400.2
Airbus A350,350,14800,4709.85,393058343.3
Airbus A320,180,6300,2633.85,135657011.9
Bombardier CRJ200,50,3000,1995.07,11702045.96
Cessna 172,4,1285,1580.15,364262.53
Airbus A350,350,14800,3566.99,687480892.2
Boeing 737,162,5700,3031.3,112150860.1
Bombardier CRJ200,50,3000,3516.19,24002214.96
Airbus A320,180,6300,2473.06,163661233.5
Boeing 737,162,5700,1032.35,55640227.42
Airbus A350,350,14800,4930.17,482737984.9
Bombardier CRJ200,50,3000,3530.89,13022327.51
Bombardier CRJ200,50,3000,1271.08,13234115.33
Cessna 172,4,1285,4373.7,339658.44
Cessna 172,4,1285,2025.84,318219.05
Airbus A320,180,6300,2841.3,130891692.7
Boeing 777,396,15600,1827.42,487177253.2
Cessna 172,4,1285,4331.2,215588.58
Boeing 737,162,5700,3198.39,67833303.24
Bombardier CRJ200,50,3000,4563.4,11899227.06
Airbus A350,350,14800,1665.34,423617232.6
Boeing 737,162,5700,2257.46,137163886.5
Bombardier CRJ200,50,3000,4763.16,12847047.31
Boeing 777,396,15600,2438.69,350240479.2
Airbus A320,180,6300,3910.21,86059324.18
Bombardier CRJ200,50,3000,4324.09,11460268.21
Airbus A350,350,14800,1916.02,363590666.3
Airbus A320,180,6300,2517.58,73925549.66
Boeing 737,162,5700,1309.61,67559736.86
Bombardier CRJ200,50,3000,4906.56,24810875.05
Airbus A350,350,14800,1475.07,298464704.6
Airbus A320,180,6300,1425.15,141079381.9
Airbus A320,180,6300,2431.8,145153473.2
Boeing 737,162,5700,3521.82,103633708.7
Airbus A320,180,6300,2025.82,83551052.06
Boeing 737,162,5700,2628.44,76966922.93
Boeing 737,162,5700,2742.19,69744688.82
Airbus A320,180,6300,3347.73,79187562.84
Boeing 737,162,5700,3188.67,97444254.99
Airbus A350,350,14800,4998.19,509729137.1
Boeing 737,162,5700,2278.17,63852107.09
Cessna 172,4,1285,2416.67,398347.41
Bombardier CRJ200,50,3000,1727.54,21614936.41
Airbus A350,350,14800,4167.5,396893423.9
Boeing 737,162,5700,2206.62,106229488.8
Boeing 777,396,15600,2338.19,356647288.6
Airbus A350,350,14800,1706.9,382416442.5
Boeing 737,162,5700,4167.58,69476658.9
Boeing 777,396,15600,3197.79,481986405.5
Airbus A320,180,6300,4812.58,135547266.5
Cessna 172,4,1285,3371.46,288661.71
Airbus A350,350,14800,4702.52,361505477.1
Cessna 172,4,1285,3783.07,399876.05
Airbus A320,180,6300,1174.69,79129257.76
Airbus A350,350,14800,2647.01,653443313.2
Bombardier CRJ200,50,3000,1661.92,12181867.94
Boeing 737,162,5700,1214.67,58718545.75
Boeing 737,162,5700,4421.1,76577257.26
Airbus A320,180,6300,2159.12,72005744.01
Boeing 777,396,15600,3396.83,478434119.6
Cessna 172,4,1285,2734.07,258182.42
Boeing 737,162,5700,3177.93,68233194.64
Bombardier CRJ200,50,3000,4808.94,14299067.69
Airbus A350,350,14800,2859.12,701225607.1
Airbus A350,350,14800,844.87,387107381.2
Boeing 737,162,5700,2216.73,68448270.63
Airbus A350,350,14800,4173.52,512758173.6
Boeing 737,162,5700,2348.44,58880330.42
Airbus A320,180,6300,4264.14,66748982.7
Airbus A350,350,14800,2029.13,620217063.6
Boeing 737,162,5700,622.53,88970234.35
Cessna 172,4,1285,1137.12,187676.77
Airbus A350,350,14800,3405.38,362942349.6
Cessna 172,4,1285,622.92,223912.31
Cessna 172,4,1285,3212.99,218446.5
Airbus A350,350,14800,4603.22,563621701.9
Boeing 777,396,15600,1181.68,665274325.8
Airbus A350,350,14800,3888.88,574431311.3
Cessna 172,4,1285,2745.45,391036.13
Airbus A350,350,14800,1533.26,365789482
Cessna 172,4,1285,3860.72,301330.84
Cessna 172,4,1285,2815.69,230073.87
Airbus A350,350,14800,4674.88,615674952.4
Cessna 172,4,1285,4063.31,407454.63
Boeing 737,162,5700,605.02,83957959.9
Bombardier CRJ200,50,3000,4406.52,27156605.25
Airbus A350,350,14800,597.56,662509794.5
Boeing 777,396,15600,3311.31,345568516.5
Cessna 172,4,1285,2552.44,278449.62
Boeing 777,396,15600,2754.41,651986673.4
Cessna 172,4,1285,640.17,284565.41
Boeing 737,162,5700,4915.31,123485995.7
Airbus A320,180,6300,4613.39,76329141.43
Airbus A320,180,6300,3814.1,123238571.6
Boeing 777,396,15600,1712.78,548925492
Cessna 172,4,1285,3625.14,394715.16
Airbus A320,180,6300,4556.38,96118206.15
Boeing 777,396,15600,3816.06,403154088.9
Boeing 737,162,5700,538.26,79786172.9
Airbus A320,180,6300,4633.58,76227693.92
Boeing 777,396,15600,4716.43,397258757
Boeing 777,396,15600,1839.29,407920068.2
Airbus A350,350,14800,3768.02,670901175.1
Bombardier CRJ200,50,3000,854.73,13512994.76
Bombardier CRJ200,50,3000,3712.29,12607100.04
Boeing 777,396,15600,4249.52,566982800.7
Airbus A320,180,6300,4249.73,68233265.23
Cessna 172,4,1285,4442.09,409725.39
Cessna 172,4,1285,614.13,197604.72
Boeing 737,162,5700,3336.37,109192451.4
Cessna 172,4,1285,4738.78,279239.88
Airbus A350,350,14800,2746.31,289042510.5
Airbus A320,180,6300,4822.48,75911547.97
Airbus A350,350,14800,4248.99,395212359.4
Cessna 172,4,1285,1739.17,207023.34
Boeing 737,162,5700,1406.55,76345512.32
Bombardier CRJ200,50,3000,3550.33,15983945.4
Airbus A320,180,6300,4490.96,85214193.13
Boeing 777,396,15600,4949.39,928085539.2
Boeing 777,396,15600,2385.29,669038676.2
Boeing 777,396,15600,4509.1,481814442.7
Airbus A320,180,6300,533.02,78291974.56
Airbus A320,180,6300,4802.83,76294481.71
Airbus A350,350,14800,4019.25,376199251.9
Cessna 172,4,1285,930.94,233307.69
Boeing 737,162,5700,3461.79,55437225.28
Airbus A350,350,14800,4966.09,424060127.4
Boeing 777,396,15600,3102.67,516501781.1
Boeing 737,162,5700,4293.85,90610403.73
Airbus A320,180,6300,1637.84,73245952.98
Airbus A350,350,14800,3464.17,370369391.3
Airbus A320,180,6300,1896.95,127586541.8
Boeing 777,396,15600,2503.72,421854236.7
Boeing 737,162,5700,2829.72,64491798.87
Cessna 172,4,1285,1460.36,409142.79
Airbus A320,180,6300,2395.95,69355751.45
Boeing 777,396,15600,4629.3,527497578.5
Boeing 737,162,5700,4152.36,58829950.46
Boeing 737,162,5700,2538.66,81666581.16
Boeing 777,396,15600,3127.89,400837202
Boeing 737,162,5700,2942.68,73498267.19
Cessna 172,4,1285,4871.47,460040.24
Boeing 737,162,5700,2211.28,74080920.14
Cessna 172,4,1285,2745.69,250668.86
Cessna 172,4,1285,2528.98,202335.83
Boeing 737,162,5700,2435.05,121022089.5
Boeing 777,396,15600,2070.92,354707881.5
Boeing 737,162,5700,3341.16,73042014.08
Boeing 777,396,15600,3924.51,334439803.4
Boeing 737,162,5700,4418.62,132530623.2
Airbus A320,180,6300,2046.84,74996475.09
Airbus A350,350,14800,3039.12,332362940.4
Cessna 172,4,1285,1991.17,234973.51
Boeing 737,162,5700,1213.54,66766158.73
Boeing 777,396,15600,2938.53,690457465.9
Cessna 172,4,1285,3193.97,299373.63
Cessna 172,4,1285,3735.57,207365.7
Boeing 777,396,15600,1918.44,404357447.5
Airbus A320,180,6300,1208.36,148052199.7
Airbus A350,350,14800,909.68,556601617.9
Cessna 172,4,1285,1162.65,331645.29
Airbus A350,350,14800,4971.41,427480241.3
Cessna 172,4,1285,4015.91,213525.47
Airbus A350,350,14800,4433.43,374440708.5
Bombardier CRJ200,50,3000,1278.02,12268362.89
Bombardier CRJ200,50,3000,3116.33,17737624.48
Airbus A350,350,14800,4090.56,349540781.4
Cessna 172,4,1285,1630.51,218568.53
Bombardier CRJ200,50,3000,1761.82,13925533.71
Boeing 777,396,15600,4005.91,384772556.6
Airbus A320,180,6300,1228.16,97380320.85
Bombardier CRJ200,50,3000,1537.42,23752225.02
Airbus A320,180,6300,4642.52,149897896.6
Boeing 737,162,5700,2663.08,89490177.56
Airbus A320,180,6300,2377.11,88546253.53
Boeing 777,396,15600,4021.53,560835894.8
Boeing 777,396,15600,1968.24,417451559.6
Cessna 172,4,1285,1577.74,244340.84
Boeing 777,396,15600,4112.82,621279882.5
Boeing 737,162,5700,3133.5,88204888.81
Airbus A320,180,6300,2253.51,154592886.4
Airbus A320,180,6300,719.91,80905566.26
Cessna 172,4,1285,3394.28,375485.65
Cessna 172,4,1285,1086.82,254310.98
Boeing 777,396,15600,3285.47,454475398.9
Bombardier CRJ200,50,3000,1576.29,14022120.57
Airbus A320,180,6300,2903.41,139824214.4
Boeing 777,396,15600,2419.71,441747450.9
Airbus A350,350,14800,659.08,458258588.4
Bombardier CRJ200,50,3000,3862.96,11272880.72
Boeing 777,396,15600,1609.22,606239546.7
Boeing 777,396,15600,2020.28,380025849
Boeing 777,396,15600,4382.99,519443896.7
Airbus A320,180,6300,3063.78,137288225.4
Bombardier CRJ200,50,3000,3007.28,10895354.83
Boeing 737,162,5700,4143.11,105407215.4
Boeing 777,396,15600,4191.35,360485399.3
Airbus A350,350,14800,2786.36,626930281.1
Boeing 777,396,15600,2234.22,433479028.5
Cessna 172,4,1285,4346.65,191708.75
Boeing 737,162,5700,3046.54,65026462.49
Airbus A350,350,14800,3810.24,551814256.5
Boeing 737,162,5700,2634.09,108369703.7
Boeing 737,162,5700,1105.26,59127760.96
Boeing 777,396,15600,1529.04,518558010.6
Airbus A350,350,14800,702.05,379726384.4
Bombardier CRJ200,50,3000,501.08,10369305.81
Bombardier CRJ200,50,3000,1548.52,12440892.17
Bombardier CRJ200,50,3000,2758.19,18749008.16
Airbus A320,180,6300,4866.81,82249567.21
Bombardier CRJ200,50,3000,1089.42,10752810.9
Airbus A320,180,6300,4700.48,73239190.45
Bombardier CRJ200,50,3000,1396.16,11190128.11
